"","fullPotID","plantRep","plantID","hostVar","potID","RNASeq","totSpikelets","disS.d7","disS.d10","disS.d14","disS.d17","head.mass","Notes.x","bacteria","Fusarium","microTrt","block","disPerc.d7","disPerc.d10","disPerc.d14","disPerc.d17","DON_area","forecast","x5","weight_g","ugDON_per_g","Fg_gm","Ta_gm","FgTa","failed_yn","Notes.y","AUDPC","DON_per_Fg"
"24","A15-Q22-F+","5","15-5","Alsen","15","NO",21,1,4,7,9,2.64,NA,"Q22","YES","Q22","1",4.76190476190476,19.047619047619,33.3333333333333,42.8571428571429,55014,3.62654227,18.13271135,0.5,36.2654227,0.001245662,0.002224389,0.560001998,"","",0.254761904761905,59.4513178955194
"25","A17-Y11-F+","2","17-2","Alsen","17","NO",22,1,4,10,11,2.47,NA,"Y11","YES","Y11","1",4.54545454545455,18.1818181818182,45.4545454545455,50,112126,7.644277282,38.22138641,0.5,76.44277282,0.00150358,0.001672306,0.899105619,"","",0.304545454545455,80.5419031240611
"26","A17-Y11-F+","3","17-3","Alsen","17","NO",18,1,4,9,14,1.21,NA,"Y11","YES","Y11","1",5.55555555555556,22.2222222222222,50,77.7777777777778,353139,18.06545128,90.32725642,0.5,180.6545128,0.006923012,0.002952198,2.345036429,"","",0.377777777777778,75.4287119029036
"27","A17-Y11-F+","4","17-4","Alsen","17","NO",20,1,5,10,16,1.32,NA,"Y11","YES","Y11","1",5,25,50,80,535113,26.30154041,131.5077021,0.54,243.5327816,0.013610815,0.001515367,8.981862463,"","",0.39,26.9637389406292
"28","A17-Y11-F+","5","17-5","Alsen","17","NO",23,2,5,14,17,1.73,NA,"Y11","YES","Y11","1",8.69565217391304,21.7391304347826,60.8695652173913,73.9130434782609,438885,21.94628975,109.7314487,0.51,215.1597034,0.006160466,0.001565373,3.935462812,"","",0.41304347826087,53.9861274711099
"29","A18-Y2-F+","1","18-1","Alsen","18","NO",19,0,0,0,1,1.95,NA,"Y2","YES","Y2","1",0,0,0,5.26315789473684,340,0.11367933,0.568396651,0.49,1.159993166,0,0.000409475,0,"yes","failed qPCR",0.00789473684210526,23.19986332
"30","A18-Y2-F+","2","18-2","Alsen","18","NO",21,1,1,1,1,3.47,NA,"Y2","YES","Y2","1",4.76190476190476,4.76190476190476,4.76190476190476,4.76190476190476,21246,1.966412745,9.832063724,0.52,18.90781485,0.00075127,0.000810669,0.926727787,"","",0.0476190476190476,19.3583259344704
"31","A18-Y2-F+","4","18-4","Alsen","18","NO",20,1,1,1,1,3.09,NA,"Y2","YES","Y2","1",5,5,5,5,6985,0.886488682,4.43244341,0.51,8.691065509,0.000658033,0.001038147,0.633853303,"","",0.05,12.7089618063891
"32","A18-Y2-F+","5","18-5","Alsen","18","NO",20,1,4,6,5,2.78,NA,"Y2","YES","Y2","1",5,20,30,25,22291,2.017787874,10.08893937,0.5,20.17787874,0.000975828,0.001892878,0.51552601,"","",0.22,35.6798420995703
"33","A21-A30-F+","1","21-1","Alsen","21","NO",21,1,3,4,6,3.67,NA,"A30","YES","A30","2",4.76190476190476,14.2857142857143,19.047619047619,28.5714285714286,18244,1.818826011,9.094130054,0.5,18.18826011,0.000785508,0.001746779,0.449689524,"","",0.166666666666667,36.3991223278077
"34","A21-A30-F+","2","21-2","Alsen","21","NO",23,1,1,1,1,4.2,NA,"A30","YES","A30","2",4.34782608695652,4.34782608695652,4.34782608695652,4.34782608695652,2713,0.566689479,2.833447393,0.51,5.555779203,0.000484808,0.001655402,0.292864418,"","only one rep across 12 reps from 3 primer sets",0.0434782608695652,16.204012173115
"35","A21-A30-F+","3","21-3","Alsen","21","NO",19,1,4,12,14,1.55,NA,"A30","YES","A30","2",5.26315789473684,21.0526315789474,63.1578947368421,73.6842105263158,276130,14.58004684,72.90023421,0.52,140.1927581,0.003354104,0.001273083,2.634629933,"","",0.413157894736842,52.2205151543321
"36","A21-A30-F+","4","21-4","Alsen","21","NO",21,1,2,3,3,3.3,NA,"A30","YES","A30","2",4.76190476190476,9.52380952380952,14.2857142857143,14.2857142857143,12736,1.548037293,7.740186465,0.5,15.48037293,0.001275486,0.001432288,0.890523724,"","at least two reps across 12 reps from 3 primer sets",0.111904761904762,16.4593114825033
"37","A24-B-/-F-","1","24-1","Alsen","24","NO",21,1,0,1,1,2.88,NA,"NO","NO","NEG","2",4.76190476190476,0,4.76190476190476,4.76190476190476,307,0.108657654,0.54328827,0.52,1.044785134,0,0.000575632,0,"","expected Fg non-amp",0.0309523809523809,20.89570268
"38","A24-B-/-F-","3","24-3","Alsen","24","NO",20,0,0,0,0,2.86,NA,"NO","NO","NEG","2",0,0,0,0,340,0.11367933,0.568396651,0.49,1.159993166,0,0.000782562,0,"","expected Fg non-amp",0,23.19986332
"39","A24-B-/-F-","4","24-4","Alsen","24","NO",21,0,0,0,0,3.14,NA,"NO","NO","NEG","2",0,0,0,0,338,0.113374986,0.566874931,0.5,1.133749862,0,0.000987625,0,"","expected Fg non-amp",0,22.67499724
"40","A24-B-/-F-","5","24-5","Alsen","24","NO",23,0,0,0,0,3.18,NA,"NO","NO","NEG","2",0,0,0,0,314,0.109722858,0.54861429,0.52,1.055027481,0,0.001212665,0,"","expected Fg non-amp",0,21.10054962
"41","A26-Y11-F+","1","26-1","Alsen","26","NO",19,1,5,6,6,2.68,NA,"Y11","YES","Y11","2",5.26315789473684,26.3157894736842,31.5789473684211,31.5789473684211,33952,2.591075317,12.95537659,0.49,26.43954405,0.000935272,0.001653993,0.565463187,"","",0.257894736842105,42.9587741532947
"42","A26-Y11-F+","2","26-2","Alsen","26","NO",21,1,2,2,4,3.8,NA,"Y11","YES","Y11","2",4.76190476190476,9.52380952380952,9.52380952380952,19.047619047619,10924,1.458954294,7.294771472,0.49,14.88728872,0.000977269,0.001788632,0.546378023,"","",0.102380952380952,24.9628392493598
"43","A26-Y11-F+","3","26-3","Alsen","26","NO",22,1,1,1,2,4.37,NA,"Y11","YES","Y11","2",4.54545454545455,4.54545454545455,4.54545454545455,9.09090909090909,5163,0.750094921,3.750474603,0.51,7.353871771,0.001617883,0.001658907,0.975270407,"","only one rep across 12 reps from 3 primer sets",0.0522727272727273,7.17261682458762
"44","A26-Y11-F+","5","26-5","Alsen","26","NO",22,1,6,6,7,2.78,NA,"Y11","YES","Y11","2",4.54545454545455,27.2727272727273,27.2727272727273,31.8181818181818,46383,3.202218119,16.0110906,0.49,32.67569509,0.001376381,0.001193663,1.153073071,"","",0.245454545454545,27.1601915774241
"45","A27-Q16-F+","2","27-2","Alsen","27","NO",21,1,1,1,1,3.11,NA,"Q16","YES","Q16","2",4.76190476190476,4.76190476190476,4.76190476190476,4.76190476190476,11834,1.503692445,7.518462224,0.49,15.34380046,0.000524686,0.000907076,0.578436539,"","",0.0476190476190476,24.4158312061482
"46","A27-Q16-F+","3","27-3","Alsen","27","NO",24,1,3,8,9,4.01,NA,"Q16","YES","Q16","2",4.16666666666667,12.5,33.3333333333333,37.5,7090,0.894348915,4.471744576,0.49,9.126009339,0.000441667,0.000761265,0.580175007,"","",0.222916666666667,14.4817062524347
