"","fullPotID","plantRep","plantID","hostVar","potID","RNASeq","totSpikelets","disS.d7","disS.d10","disS.d14","disS.d17","head.mass","Notes.x","bacteria","Fusarium","microTrt","block","disPerc.d7","disPerc.d10","disPerc.d14","disPerc.d17","DON_area","forecast","x5","weight_g","ugDON_per_g","Fg_gm","Ta_gm","FgTa","failed_yn","Notes.y","AUDPC","DON_per_Fg"
"102","A54-Y2-F+","3","54-3","Alsen","54","NO",22,0,1,5,7,3.02,NA,"Y2","YES","Y2","3",0,4.54545454545455,22.7272727272727,31.8181818181818,35858,2.68477962,13.4238981,0.49,27.3957104,0.000909783,0.001210522,0.751562324,"","",0.143181818181818,34.1778918241671
"103","A54-Y2-F+","5","54-5","Alsen","54","NO",20,2,4,6,6,3.08,NA,"Y2","YES","Y2","3",10,20,30,30,22325,2.019459409,10.09729705,0.5,20.19459409,0.000283167,0.001401886,0.201990132,"","",0.235,80.1404163318586
"104","N01-Y108-F+","1","1-1","Norm","1","NO",20,7,11,13,18,1.78,NA,"Y108","YES","Y108","1",35,55,65,90,338544,15.9868698,79.93434899,0.53,150.8195264,0.003053393,0.00059809,5.105241467,"","",0.6075,29.2555697663114
"105","N01-Y108-F+","2","1-2","Norm","1","NO",20,4,10,13,20,1.46,NA,"Y108","YES","Y108","1",20,50,65,100,312983,14.86912305,74.34561527,0.5,148.6912305,0.005685404,0.000929578,6.116113219,"","",0.5825,24.1142556451654
"106","N01-Y108-F+","3","1-3","Norm","1","NO",20,1,3,7,11,3.77,NA,"Y108","YES","Y108","1",5,15,35,55,48623,3.309030359,16.54515179,0.49,33.7656159,0.001298003,0.001192349,1.088609636,"","",0.265,29.6551292316658
"107","N01-Y108-F+","4","1-4","Norm","1","NO",20,3,3,6,14,3.59,NA,"Y108","YES","Y108","1",15,15,30,70,67423,5.06354723,25.31773615,0.49,51.66884928,0.002661013,0.00175852,1.513212062,"","",0.285,33.053000636327
"108","N02-Q22-F+","1","2-1","Norm","2","NO",23,5,6,12,14,3.42,NA,"Q22","YES","Q22","1",21.7391304347826,26.0869565217391,52.1739130434783,60.8695652173913,130791,6.902121963,34.51060981,0.5,69.02121963,0.002118004,0.001040771,2.035032941,"","",0.397826086956522,33.1031794619498
"109","N02-Q22-F+","2","2-2","Norm","2","NO",23,3,7,14,17,2.92,NA,"Q22","YES","Q22","1",13.0434782608696,30.4347826086957,60.8695652173913,73.9130434782609,143885,7.474704251,37.37352126,0.5,74.74704251,0.003631688,0.001594044,2.278286146,"","",0.45,32.1038900817305
"110","N02-Q22-F+","3","2-3","Norm","2","NO",23,4,9,12,16,2.68,NA,"Q22","YES","Q22","1",17.3913043478261,39.1304347826087,52.1739130434783,69.5652173913043,177021,10.64867096,53.2433548,0.52,102.3910669,0.003208953,0.001310716,2.448244144,"","",0.45,40.9852124124503
"111","N02-Q22-F+","4","2-4","Norm","2","NO",23,5,9,10,11,3.52,NA,"Q22","YES","Q22","1",21.7391304347826,39.1304347826087,43.4782608695652,47.8260869565217,59246,4.64684659,23.23423295,0.49,47.41680194,0.001058476,0.001163316,0.909878391,"","",0.393478260869565,49.3987596601703
"112","N03-Y11-F+","1","3-1","Norm","3","NO",21,4,5,12,16,3.54,NA,"Y11","YES","Y11","1",19.047619047619,23.8095238095238,57.1428571428571,76.1904761904762,74190,5.408394146,27.04197073,0.52,52.00378986,0.000923373,0.000699655,1.319754924,"","",0.426190476190476,37.9657623044982
"113","N03-Y11-F+","2","3-2","Norm","3","NO",21,4,10,14,18,1.88,NA,"Y11","YES","Y11","1",19.047619047619,47.6190476190476,66.6666666666667,85.7142857142857,356409,16.76808124,83.84040618,0.51,164.3929533,0.005553965,0.001173538,4.732666505,"","",0.557142857142857,34.3726565772748
"114","N03-Y11-F+","3","3-3","Norm","3","NO",20,3,11,13,19,1.05,NA,"Y11","YES","Y11","1",15,55,65,95,470563,21.75987584,108.7993792,0.49,222.0395494,0.01427916,0.001452543,9.830455184,"","",0.585,22.4726032622021
"115","N03-Y11-F+","4","3-4","Norm","3","NO",20,6,10,14,20,2.06,NA,"Y11","YES","Y11","1",30,50,70,100,288145,13.78299209,68.91496043,0.51,135.1273734,0.008542366,0.001310218,6.519807607,"","",0.615,20.5679346311488
"116","N09-W14-F+","1","9-1","Norm","9","NO",20,3,6,11,14,2.72,NA,"W14","YES","W14","1",15,30,55,70,97091,5.428468143,27.14234072,0.5,54.28468143,0.002634297,0.001350577,1.950496603,"","",0.425,27.1356029040955
"117","N09-W14-F+","2","9-2","Norm","9","NO",21,3,7,14,18,1.36,NA,"W14","YES","W14","1",14.2857142857143,33.3333333333333,66.6666666666667,85.7142857142857,352429,16.59404141,82.97020704,0.5,165.9404141,0.008127086,0.00132901,6.115143188,"","",0.5,26.9159059311049
"118","N09-W14-F+","3","9-3","Norm","9","NO",18,5,11,17,18,0.86,NA,"W14","YES","W14","1",27.7777777777778,61.1111111111111,94.4444444444444,100,619192,28.25921393,141.2960696,0.5,282.5921393,0.015496846,0.001346743,11.50690973,"","",0.736111111111111,24.4522234664889
"119","N09-W14-F+","4","9-4","Norm","9","NO",22,9,11,14,17,2.61,NA,"W14","YES","W14","1",40.9090909090909,50,63.6363636363636,77.2727272727273,170336,10.30800277,51.54001386,0.5,103.0800277,0.003608389,0.001083719,3.329634959,"","",0.575,30.5003436615238
"120","N10-Q16-F+","1","10-1","Norm","10","NO",22,4,10,15,18,2.54,NA,"Q16","YES","Q16","1",18.1818181818182,45.4545454545455,68.1818181818182,81.8181818181818,168369,10.20776428,51.0388214,0.5,102.0776428,0.002669786,0.00106373,2.509833253,"","",0.547727272727273,39.8766766078884
"121","N10-Q16-F+","2","10-2","Norm","10","NO",20,5,11,14,17,1.94,NA,"Q16","YES","Q16","1",25,55,70,85,228856,12.37778703,61.88893513,0.49,126.3039492,0.003249958,0.000791776,4.104643916,"","",0.6025,30.4006677235537
"122","N10-Q16-F+","4","10-4","Norm","10","NO",20,5,7,14,17,2.15,NA,"Q16","YES","Q16","1",25,35,70,85,316962,15.04311915,75.21559576,0.52,144.6453765,0.007279977,0.001710238,4.256704897,"","",0.5325,33.5860895880649
"123","N10-Q16-F+","5","10-5","Norm","10","NO",21,4,10,14,17,1.82,NA,"Q16","YES","Q16","1",19.047619047619,47.6190476190476,66.6666666666667,80.9523809523809,277873,14.3871392,71.93569602,0.51,141.0503844,0.008458012,0.002017662,4.191987227,"","",0.55,33.2510158215995
"124","N11-A30-F+","1","11-1","Norm","11","NO",21,2,11,15,19,1.94,NA,"A30","YES","A30","1",9.52380952380952,52.3809523809524,71.4285714285714,90.4761904761905,318510,15.11081103,75.55405513,0.5,151.1081103,0.010311456,0.002609219,3.951931329,"","",0.583333333333333,37.7587964103719
"125","N11-A30-F+","2","11-2","Norm","11","NO",20,6,9,13,16,1.56,NA,"A30","YES","A30","1",30,45,65,80,238372,12.76787608,63.83938041,0.51,125.1752557,0.007680283,0.002149149,3.57363856,"","",0.55,34.5440787284259
"126","N11-A30-F+","3","11-3","Norm","11","NO",21,1,4,11,15,2.96,NA,"A30","YES","A30","1",4.76190476190476,19.047619047619,52.3809523809524,71.4285714285714,130004,8.325550424,41.62775212,0.52,80.05336946,0.004366217,0.001627826,2.682238237,"","",0.364285714285714,29.2995568160625
"127","N11-A30-F+","4","11-4","Norm","11","NO",22,10,13,17,22,1.9,NA,"A30","YES","A30","1",45.4545454545455,59.0909090909091,77.2727272727273,100,295722,15.11882264,75.5941132,0.49,154.2737004,0.016241637,0.002890699,5.618584351,"","",0.695454545454546,27.215560508116
"128","N12-B-/-F+","1","12-1","Norm","12","NO",22,6,12,16,19,1.98,NA,"NO","YES","POS","1",27.2727272727273,54.5454545454545,72.7272727272727,86.3636363636364,310567,14.76347476,73.81737378,0.49,150.6477016,0.00481916,0.000784538,6.142670474,"","",0.615909090909091,24.326775053266
"129","N12-B-/-F+","2","12-2","Norm","12","NO",22,4,4,8,9,3.08,NA,"NO","YES","POS","1",18.1818181818182,18.1818181818182,36.3636363636364,40.9090909090909,44358,3.888152799,19.44076399,0.5,38.88152799,0.001029327,0.001101323,0.934627522,"","",0.279545454545455,39.4885650880679
"130","N12-B-/-F+","3","12-3","Norm","12","NO",22,3,8,9,12,3.61,NA,"NO","YES","POS","1",13.6363636363636,36.3636363636364,40.9090909090909,54.5454545454545,74804,5.43968364,27.1984182,0.52,52.30465038,0.001718935,0.00151367,1.13560747,"","",0.372727272727273,44.1163299856739
"131","N12-B-/-F+","4","12-4","Norm","12","NO",22,9,11,16,21,1.07,NA,"NO","YES","POS","1",40.9090909090909,50,72.7272727272727,95.4545454545455,507685,23.38316893,116.9158446,0.5,233.8316893,0.018041051,0.001352695,13.33711582,"","",0.634090909090909,17.4669206156162
"132","N13-Y2-F+","1","13-1","Norm","13","NO",20,3,7,15,18,1.7,NA,"Y2","YES","Y2","1",15,35,75,90,325809,15.42998608,77.14993038,0.5,154.2998608,0.008194078,0.001696743,4.829297309,"","",0.5425,31.6233775128623
"133","N13-Y2-F+","2","13-2","Norm","13","NO",20,4,5,8,14,2.42,NA,"Y2","YES","Y2","1",20,25,40,70,126048,8.163382253,40.81691126,0.49,83.29981891,0.002433516,0.001504489,1.617502912,"","",0.3625,49.9548266516011
"134","N13-Y2-F+","3","13-3","Norm","13","NO",20,5,9,13,18,1.49,NA,"Y2","YES","Y2","1",25,45,65,90,347536,16.38007737,81.90038684,0.5,163.8007737,0.005676089,0.001112132,5.103788851,"","",0.5575,31.7825930467092
"135","N13-Y2-F+","4","13-4","Norm","13","NO",22,9,11,14,18,2.29,NA,"Y2","YES","Y2","1",40.9090909090909,50,63.6363636363636,81.8181818181818,153966,9.307823857,46.53911929,0.51,91.25317507,0.002258234,0.001133634,1.992030994,"","",0.581818181818182,44.6874583873236
"136","N16-B-/-F-","1","16-1","Norm","16","NO",20,0,0,0,0,4.02,NA,"NO","NO","NEG","1",0,0,0,0,272,0.144152124,0.72076062,0.53,1.359925698,0,0.000575447,0,"","expected Fg non-amp",0,27.19851396
"137","N16-B-/-F-","2","16-2","Norm","16","NO",21,0,0,0,0,4.66,NA,"NO","NO","NEG","1",0,0,0,0,244,0.140838263,0.704191315,0.5,1.40838263,0,0.001176539,0,"","expected Fg non-amp",0,28.1676526
"138","N16-B-/-F-","3","16-3","Norm","16","NO",21,0,0,0,0,6.02,NA,"NO","NO","NEG","1",0,0,0,0,247,0.14119332,0.705966598,0.5,1.411933195,0,0.001371583,0,"","expected Fg non-amp",0,28.2386639
"139","N16-B-/-F-","5","16-5","Norm","16","NO",20,0,0,0,0,5.49,NA,"NO","NO","NEG","1",0,0,0,0,1449,0.283452638,1.417263191,0.52,2.725506137,0,0.002197994,0,"","expected Fg non-amp",0,54.51012274
"140","N19-Y2-F+","1","19-1","Norm","19","NO",19,5,11,15,19,1.52,NA,"Y2","YES","Y2","2",26.3157894736842,57.8947368421053,78.9473684210526,100,291200,14.93345245,74.66726226,0.5,149.3345245,0.009860638,0.002508239,3.93129958,"","",0.668421052631579,37.5089895897761
"141","N19-Y2-F+","2","19-2","Norm","19","NO",19,10,12,19,19,0.92,NA,"Y2","YES","Y2","2",52.6315789473684,63.1578947368421,100,100,534395,24.55115984,122.7557992,0.49,250.5220391,0.020032801,0.001743631,11.48913184,"","",0.8,21.7106488229534
"142","N19-Y2-F+","4","19-4","Norm","19","NO",20,5,9,12,15,3.75,NA,"Y2","YES","Y2","2",25,45,60,75,44870,3.914244364,19.57122182,0.49,39.94126902,0.001850111,0.001177289,1.571501577,"","",0.5175,24.6322726949775
"143","N19-Y2-F+","5","19-5","Norm","19","NO",20,5,11,15,20,1.71,NA,"Y2","YES","Y2","2",25,55,75,100,195604,11.01468894,55.07344472,0.53,103.9121599,0.007071853,0.001269168,5.572036525,"","",0.6425,18.483010460342
"144","N20-A30-F+","1","20-1","Norm","20","NO",19,9,12,18,19,1.3,NA,"A30","YES","A30","2",47.3684210526316,63.1578947368421,94.7368421052632,100,471027,21.78016591,108.9008296,0.5,217.8016591,0.009741355,0.000549005,17.74366295,"","",0.773684210526316,12.2404060205041
"145","N20-A30-F+","3","20-3","Norm","20","NO",18,9,11,15,18,1.65,NA,"A30","YES","A30","2",50,61.1111111111111,83.3333333333333,100,257789,13.56383649,67.81918245,0.48,141.2899634,0.00787539,0.001262938,6.235766611,"","",0.730555555555556,22.4777616071116
"146","N20-A30-F+","4","20-4","Norm","20","NO",18,6,11,14,18,1.59,NA,"A30","YES","A30","2",33.3333333333333,61.1111111111111,77.7777777777778,100,399075,20.12212554,100.6106277,0.5,201.2212554,0.010771454,0.001617631,6.658781033,"","",0.686111111111111,29.9937133750837
"147","N20-A30-F+","5","20-5","Norm","20","NO",19,7,12,16,19,1.96,NA,"A30","YES","A30","2",36.8421052631579,63.1578947368421,84.2105263157895,100,363209,17.06543572,85.32717858,0.51,167.3081933,0.012246467,0.001664601,7.356997439,"","",0.721052631578947,22.5878562370055
"148","N22-B-/-F-","1","22-1","Norm","22","NO",21,0,0,0,0,5.52,NA,"NO","NO","NEG","2",0,0,0,0,318,0.149596324,0.747981621,0.49,1.526493104,0,0.001351703,0,"","expected Fg non-amp",0,30.52986208
"149","N22-B-/-F-","2","22-2","Norm","22","NO",23,0,0,0,0,6.15,NA,"NO","NO","NEG","2",0,0,0,0,369,0.155632285,0.778161427,0.47,1.65566261,0,0.001774311,0,"","expected Fg non-amp",0,33.1132522
"150","N22-B-/-F-","3","22-3","Norm","22","NO",21,0,0,0,0,5.45,NA,"NO","NO","NEG","2",0,0,0,0,232,0.139418037,0.697090184,0.51,1.366843498,0,0.001337571,0,"","expected Fg non-amp",0,27.33686996
"151","N22-B-/-F-","5","22-5","Norm","22","NO",21,0,0,0,0,4.03,NA,"NO","NO","NEG","2",0,0,0,0,254,0.142021785,0.710108924,0.52,1.365594084,0,0.001796542,0,"","expected Fg non-amp",0,27.31188168
"152","N23-Q16-F+","1","23-1","Norm","23","NO",19,4,11,15,19,1.86,NA,"Q16","YES","Q16","2",21.0526315789474,57.8947368421053,78.9473684210526,100,284408,14.65502823,73.27514116,0.53,138.2549833,0.013612097,0.001832866,7.426672121,"","",0.660526315789474,18.4915134785272
"153","N23-Q16-F+","2","23-2","Norm","23","NO",18,5,11,18,18,1.18,NA,"Q16","YES","Q16","2",27.7777777777778,61.1111111111111,100,100,510673,23.51382999,117.5691499,0.53,221.8285848,0.014582597,0.00123893,11.77031503,"","",0.755555555555556,18.7667235802936
"154","N23-Q16-F+","4","23-4","Norm","23","NO",19,4,11,15,19,1.63,NA,"Q16","YES","Q16","2",21.0526315789474,57.8947368421053,78.9473684210526,100,396087,20.00605966,100.0302983,0.5,200.0605966,0.016842514,0.001748386,9.633177697,"","",0.660526315789474,20.660634644966
"155","N23-Q16-F+","5","23-5","Norm","23","NO",17,4,5,10,10,2.93,NA,"Q16","YES","Q16","2",23.5294117647059,29.4117647058824,58.8235294117647,58.8235294117647,119374,7.889795203,39.44897601,0.5,78.89795203,0.005300107,0.002007845,2.63969868,"","",0.432352941176471,29.3333794661341
"156","N25-W14-F+","1","25-1","Norm","25","NO",20,1,4,9,16,1.71,NA,"W14","YES","W14","2",5,20,45,80,232654,12.53347831,62.66739154,0.53,118.2403614,0.007537145,0.001841175,4.09366127,"","",0.355,28.5352382097584
"157","N25-W14-F+","2","25-2","Norm","25","NO",20,8,11,17,20,1.96,NA,"W14","YES","W14","2",40,55,85,100,286021,14.72114988,73.60574942,0.48,153.3453113,0.006696964,0.001329267,5.038086736,"","",0.7,30.1381087344734
"158","N25-W14-F+","3","25-3","Norm","25","NO",21,5,7,15,19,2.18,NA,"W14","YES","W14","2",23.8095238095238,33.3333333333333,71.4285714285714,90.4761904761905,225812,12.25300444,61.2650222,0.5,122.5300444,0.006692926,0.001357078,4.931863726,"","",0.538095238095238,24.5952220171187
"159","N25-W14-F+","5","25-5","Norm","25","NO",19,9,13,17,19,1.64,NA,"W14","YES","W14","2",47.3684210526316,68.4210526315789,89.4736842105263,100,268266,13.99331979,69.96659893,0.48,145.7637478,0.00524939,0.001001288,5.242636707,"","",0.773684210526316,27.5408564519862
"160","N29-B-/-F+","1","29-1","Norm","29","NO",20,5,12,15,20,1.87,NA,"NO","YES","POS","2",25,60,75,100,316812,15.03655986,75.18279931,0.51,147.4172536,0.006276212,0.001089044,5.763047364,"","",0.66,25.3597200175849
"161","N29-B-/-F+","2","29-2","Norm","29","NO",20,5,12,14,18,2.36,NA,"NO","YES","POS","2",25,60,70,90,337362,15.93518259,79.67591296,0.53,150.3319112,0.011667084,0.001785267,6.535205358,"","",0.6275,22.8287354801123
"162","N29-B-/-F+","3","29-3","Norm","29","NO",21,9,12,16,19,2.51,NA,"NO","YES","POS","2",42.8571428571429,57.1428571428571,76.1904761904762,90.4761904761905,447364,20.74541605,103.7270802,0.53,195.7114722,0.015888904,0.001752617,9.065815497,"","",0.666666666666667,21.4694420114589
"163","N29-B-/-F+","5","29-5","Norm","29","NO",19,5,11,15,19,1.41,NA,"NO","YES","POS","2",26.3157894736842,57.8947368421053,78.9473684210526,100,478492,22.10659991,110.5329995,0.52,212.5634607,0.019195312,0.003114054,6.164090948,"","",0.668421052631579,34.2066864612616
"164","N30-Y11-F+","2","30-2","Norm","30","NO",20,3,9,15,19,3.26,NA,"Y11","YES","Y11","2",15,45,75,95,66995,5.041736312,25.20868156,0.51,49.42878737,0.004984059,0.00174272,2.859930546,"","",0.585,16.9862430008665
"165","N30-Y11-F+","3","30-3","Norm","30","NO",20,4,7,13,17,2.73,NA,"Y11","YES","Y11","2",20,35,65,85,156186,9.39882824,46.9941412,0.51,92.1453749,0.006915484,0.002094286,3.302072095,"","",0.5075,27.4890790796073
"166","N30-Y11-F+","4","30-4","Norm","30","NO",19,3,7,13,15,2.4,NA,"Y11","YES","Y11","2",15.7894736842105,36.8421052631579,68.4210526315789,78.9473684210526,178579,10.72806678,53.64033389,0.54,99.33395165,0.004641638,0.001278847,3.629549515,"","",0.510526315789474,26.9962263709339
"167","N30-Y11-F+","5","30-5","Norm","30","NO",21,5,11,13,15,3.45,NA,"Y11","YES","Y11","2",23.8095238095238,52.3809523809524,61.9047619047619,71.4285714285714,113679,7.656340266,38.28170133,0.52,73.6186564,0.00341462,0.000935937,3.648344693,"","",0.542857142857143,19.9058396420812
"168","N31-Y108-F+","2","31-2","Norm","31","NO",19,3,19,13,16,2.99,NA,"Y108","YES","Y108","2",15.7894736842105,100,68.4210526315789,84.2105263157895,134166,8.496163145,42.48081572,0.52,81.69387639,0.005461788,0.001678287,3.254383169,"","",0.739473684210526,24.7228823692147
"169","N31-Y108-F+","3","31-3","Norm","31","NO",21,4,8,13,17,3.46,NA,"Y108","YES","Y108","2",19.047619047619,38.0952380952381,61.9047619047619,80.9523809523809,87611,6.092329488,30.46164744,0.51,59.72872047,0.007057014,0.001485312,4.75119862,"","",0.5,12.44037691363
"170","N31-Y108-F+","4","31-4","Norm","31","NO",20,3,11,13,15,2.66,NA,"Y108","YES","Y108","2",15,55,65,75,131212,8.375069926,41.87534963,0.5,83.75069926,0.006471568,0.001788211,3.619019015,"","",0.555,22.826455496034
"171","N31-Y108-F+","5","31-5","Norm","31","NO",20,5,11,15,19,1.54,NA,"Y108","YES","Y108","2",25,55,75,95,369438,17.33782117,86.68910583,0.52,166.7098189,0.016334985,0.001205718,13.54793324,"","",0.635,12.2599380330536
"172","N34-Q22-F+","1","34-1","Norm","34","NO",20,3,10,15,18,1.54,NA,"Q22","YES","Q22","2",15,50,75,90,325242,15.40519196,77.0259598,0.52,148.1268458,0.017480178,0.00267501,6.534621498,"","",0.595,22.4958785930204
"173","N34-Q22-F+","2","34-2","Norm","34","NO",20,2,7,15,20,1.59,NA,"Q22","YES","Q22","2",10,35,75,100,261081,13.69878533,68.49392666,0.52,131.7190897,0.014875422,0.00214171,6.945583352,"","",0.55,18.8288928988806
"174","N34-Q22-F+","4","34-4","Norm","34","NO",20,2,7,12,16,2.97,NA,"Q22","YES","Q22","2",10,35,60,80,122608,8.022366452,40.11183226,0.52,77.13813897,0.005156393,0.002166097,2.380499378,"","",0.4675,31.7375678711241
"175","N34-Q22-F+","5","34-5","Norm","34","NO",21,6,12,15,21,1.52,NA,"Q22","YES","Q22","2",28.5714285714286,57.1428571428571,71.4285714285714,100,405250,20.36198726,101.8099363,0.49,207.7753802,0.008462605,0.001095661,7.723745865,"","",0.642857142857143,26.7278328631084
"176","N37-W14-F+","1","37-1","Norm","37","NO",21,3,5,11,12,2.15,NA,"W14","YES","W14","3",14.2857142857143,23.8095238095238,52.3809523809524,57.1428571428571,130142,8.331207453,41.65603726,0.51,81.67850444,0.002187422,0.000956914,2.285913328,"","",0.373809523809524,34.9664105516847
"177","N37-W14-F+","2","37-2","Norm","37","NO",20,2,6,14,17,1.89,NA,"W14","YES","W14","3",10,30,70,85,277171,14.35836214,71.79181071,0.53,135.4562466,0.007720557,0.00132622,5.821476527,"","",0.4925,23.0702185348275
"178","N37-W14-F+","3","37-3","Norm","37","NO",20,3,7,13,16,2.57,NA,"W14","YES","W14","3",15,35,65,80,159921,9.551936965,47.75968483,0.51,93.64644084,0.009091575,0.001843761,4.930993255,"","",0.4925,18.8007564045577
"179","N37-W14-F+","5","37-5","Norm","37","NO",19,3,6,14,19,1.52,NA,"W14","YES","W14","3",15.7894736842105,31.5789473684211,73.6842105263158,100,261701,13.72420097,68.62100485,0.49,140.042867,0.014785813,0.002557959,5.78031624,"","",0.542105263157895,24.0197720389863
"180","N38-B-/-F-","2","38-2","Norm","38","NO",20,1,0,0,0,4.99,NA,"NO","NO","NEG","3",5,0,0,0,258,0.142495193,0.712475967,0.49,1.454032587,0,0.00175882,0,"","expected Fg non-amp",0.0075,29.08065174
"181","N38-B-/-F-","3","38-3","Norm","38","NO",21,0,0,0,0,2.65,NA,"NO","NO","NEG","3",0,0,0,0,0,0,0,0.5,0,0,0.002331598,0,"","expected Fg non-amp",0,0
"182","N38-B-/-F-","4","38-4","Norm","38","NO",20,0,0,0,0,4.34,NA,"NO","NO","NEG","3",0,0,0,0,0,0,0,0.49,0,0,0.001699104,0,"","expected Fg non-amp",0,0
"183","N38-B-/-F-","5","38-5","Norm","38","NO",21,0,0,0,0,5.31,NA,"NO","NO","NEG","3",0,0,0,0,0,0,0,0.49,0,0,0.000953018,0,"","expected Fg non-amp",0,0
"184","N39-Y2-F+","1","39-1","Norm","39","NO",20,5,11,16,20,1.93,NA,"Y2","YES","Y2","3",25,55,80,100,188107,11.2136145,56.06807249,0.49,114.4246377,0.004081746,0.000832703,4.901801387,"","",0.66,23.1076791570033
"185","N39-Y2-F+","2","39-2","Norm","39","NO",20,4,9,14,17,2.67,NA,"Y2","YES","Y2","3",20,45,70,85,179169,10.75813323,53.79066615,0.5,107.5813323,0.003994323,0.001222561,3.267175874,"","",0.56,32.4316033838367
"186","N39-Y2-F+","3","39-3","Norm","39","NO",19,6,6,10,11,3.57,NA,"Y2","YES","Y2","3",31.5789473684211,31.5789473684211,52.6315789473684,57.8947368421053,94497,5.315036155,26.57518077,0.49,54.2350628,0.003683526,0.001564071,2.355089092,"","",0.428947368421053,22.5501263052587
"187","N39-Y2-F+","4","39-4","Norm","39","NO",21,1,4,11,14,4.26,NA,"Y2","YES","Y2","3",4.76190476190476,19.047619047619,52.3809523809524,66.6666666666667,29293,2.579238989,12.89619494,0.48,26.8670728,0.003053053,0.003078753,0.991652262,"","",0.357142857142857,25.79274656248
"188","N44-B-/-F+","1","44-1","Norm","44","NO",20,5,10,11,14,3.18,NA,"NO","YES","POS","3",25,50,55,70,93072,5.2527229,26.2636145,0.51,51.49728333,0.006345563,0.003283477,1.932574077,"","",0.51,25.9749604957636
"189","N44-B-/-F+","2","44-2","Norm","44","NO",20,9,11,16,20,1.76,NA,"NO","YES","POS","3",45,55,80,100,338650,15.99150503,79.95752515,0.48,166.5781774,0.01748482,0.001876775,9.316415515,"","",0.69,17.7846239186411
"190","N44-B-/-F+","3","44-3","Norm","44","NO",20,1,5,9,12,2.35,NA,"NO","YES","POS","3",5,25,45,60,198879,11.76255657,58.81278283,0.52,113.1015054,0.004265709,0.001558515,2.737033783,"","",0.3425,40.581318421715
"191","N44-B-/-F+","5","44-5","Norm","44","NO",19,4,8,13,15,2.13,NA,"NO","YES","POS","3",21.0526315789474,42.1052631578947,68.4210526315789,78.9473684210526,255352,13.46393663,67.31968317,0.51,131.9993788,0.006588603,0.000987292,6.673410581,"","",0.536842105263158,19.6328005273132
"192","N46-Q16-F+","1","46-1","Norm","46","NO",21,3,7,13,16,2.23,NA,"Q16","YES","Q16","3",14.2857142857143,33.3333333333333,61.9047619047619,76.1904761904762,242594,12.94094838,64.70474191,0.48,134.8015456,0.010966019,0.001924031,5.699501559,"","",0.469047619047619,23.4457794674371
"193","N46-Q16-F+","2","46-2","Norm","46","NO",21,9,11,15,20,1.57,NA,"Q16","YES","Q16","3",42.8571428571429,52.3809523809524,71.4285714285714,95.2380952380952,471642,21.807059,109.035295,0.49,222.5210102,0.011424258,0.000810273,14.09926729,"","",0.640476190476191,15.7266807983242
"194","N46-Q16-F+","4","46-4","Norm","46","NO",20,9,11,17,20,1.29,NA,"Q16","YES","Q16","3",45,55,85,100,498040,22.96140658,114.8070329,0.48,239.1813186,0.015576973,0.001303266,11.95225497,"","",0.7075,19.9280317905128
"195","N46-Q16-F+","5","46-5","Norm","46","NO",21,9,13,19,21,1.26,NA,"Q16","YES","Q16","3",42.8571428571429,61.9047619047619,90.4761904761905,100,351219,16.5411298,82.70564901,0.5,165.411298,0.018499224,0.001648568,11.22139314,"","",0.747619047619048,14.6753197182864
"196","N48-Q22-F+","1","48-1","Norm","48","NO",20,1,10,14,19,2.25,NA,"Q22","YES","Q22","3",5,50,70,95,213549,11.75030771,58.75153853,0.5,117.5030771,0.011532812,0.002218053,5.199520971,"","",0.57,22.3835808541625
"197","N48-Q22-F+","3","48-3","Norm","48","NO",20,5,11,15,20,1.1,NA,"Q22","YES","Q22","3",25,55,75,100,578520,26.48068431,132.4034215,0.52,254.6219645,0.021418248,0.001597395,13.40823419,"","",0.6425,18.9194184694151
"198","N48-Q22-F+","4","48-4","Norm","48","NO",22,9,12,16,20,2.82,NA,"Q22","YES","Q22","3",40.9090909090909,54.5454545454545,72.7272727272727,90.9090909090909,176345,10.61422194,53.07110971,0.48,110.5648119,0.006691287,0.001671978,4.002018466,"","",0.643181818181818,27.2863544003405
"199","N48-Q22-F+","5","48-5","Norm","48","NO",19,7,12,16,19,1.28,NA,"Q22","YES","Q22","3",36.8421052631579,63.1578947368421,84.2105263157895,100,501834,23.12731289,115.6365645,0.5,231.2731289,0.009810032,0.001013181,9.68241037,"","",0.721052631578947,23.7631912452948
"200","N50-Y11-F+","1","50-1","Norm","50","NO",22,9,11,15,18,1.66,NA,"Y11","YES","Y11","3",40.9090909090909,50,68.1818181818182,81.8181818181818,323344,15.32219508,76.61097539,0.47,163.0020753,0.008480303,0.001688081,5.023635226,"","",0.597727272727273,32.1272752255998
"201","N50-Y11-F+","3","50-3","Norm","50","NO",20,2,3,7,9,2.57,NA,"Y11","YES","Y11","3",10,15,35,45,56035,4.483213747,22.41606873,0.5,44.83213747,0.0020273,0.002202729,0.920358002,"","",0.2575,46.2016465856897
"202","N50-Y11-F+","4","50-4","Norm","50","NO",20,2,4,5,8,4.89,NA,"Y11","YES","Y11","3",10,20,25,40,26489,2.341141526,11.70570763,0.53,22.08624081,0.001193168,0.002234549,0.533963709,"","",0.2325,37.8212557897155
